"","Pathogen","Disease","Agegroup","Source","CostCategory","median","5%","95%"
"244","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Dairy","TotalHumanCapital",85230.0935079198,2624.30408157356,640117.982925985
"245","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Eggs","TotalHumanCapital",439256.987397005,43661.5956358467,1527492.69605595
"246","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Finfish","TotalHumanCapital",22258.9568365496,46.0375710471203,159947.542230511
"247","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Fruit","TotalHumanCapital",102781.207704575,8468.89478304905,486482.963899136
"248","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Grains and seeds","TotalHumanCapital",87789.6750691813,1678.30743295156,610289.578203582
"249","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Lamb","TotalHumanCapital",63630.6216776895,8727.64049692947,403549.826535047
"250","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Molluscs","TotalHumanCapital",25690.3956502632,40.1622345030101,186787.366579753
"251","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Nuts","TotalHumanCapital",43679.8519849997,924.813251250524,346461.31457938
"252","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Other","TotalHumanCapital",24945.3038971733,84.2326535143496,204984.446914254
"253","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Pork","TotalHumanCapital",90790.6856750492,9692.65047999084,497121.926475358
"254","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Poultry","TotalHumanCapital",453195.861423235,64435.979392277,1467963.9725933
"255","Non-typhoidal Salmonella","Irritable bowel syndrome","65+","Vegetables","TotalHumanCapital",524698.89279028,68204.1818518888,1554969.65465261
"256","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","AllFood","TotalHumanCapital",3471719.03236305,1828839.82018804,6468603.09258788
"257","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Beef","TotalHumanCapital",207043.496497998,32072.5913548546,891926.317502605
"258","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Crustaceans","TotalHumanCapital",7821.38091195171,0.0945230936182707,265867.276776742
"259","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Dairy","TotalHumanCapital",138548.194464599,4297.48281531436,1041479.13120708
"260","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Eggs","TotalHumanCapital",712830.093038237,71063.4465265984,2464758.1215973
"261","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Finfish","TotalHumanCapital",36083.1548567098,73.4387007271406,257063.281536318
"262","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Fruit","TotalHumanCapital",166839.543873959,13740.9074523281,782569.143364602
"263","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Grains and seeds","TotalHumanCapital",142614.310011614,2716.90261205036,990438.272402515
"264","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Lamb","TotalHumanCapital",103243.873828126,14236.7310163483,652307.583039976
"265","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Molluscs","TotalHumanCapital",41700.6170145714,66.3924594327999,299201.696849079
"266","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Nuts","TotalHumanCapital",71076.7527920984,1505.49721910444,556743.920833389
"267","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Other","TotalHumanCapital",40491.8050383786,137.606203835142,333962.479781816
"268","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Pork","TotalHumanCapital",147768.439340954,15829.7432641568,808207.332962807
"269","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Poultry","TotalHumanCapital",736028.682519607,105013.048609772,2369444.79255018
"270","Non-typhoidal Salmonella","Irritable bowel syndrome","<5","Vegetables","TotalHumanCapital",853770.279883477,111178.770623842,2516107.84138045
"271","Non-typhoidal Salmonella","Reactive arthritis","5-64","AllFood","TotalHumanCapital",13383951.8123697,3541427.54877076,32588472.7915115
"272","Non-typhoidal Salmonella","Reactive arthritis","5-64","Beef","TotalHumanCapital",743831.475327508,82628.3449695243,4019608.31131706
"273","Non-typhoidal Salmonella","Reactive arthritis","5-64","Crustaceans","TotalHumanCapital",31750.2906836962,0.480851604883745,1238219.90948791
"274","Non-typhoidal Salmonella","Reactive arthritis","5-64","Dairy","TotalHumanCapital",504386.030701737,14447.1180752721,4594907.4777813
"275","Non-typhoidal Salmonella","Reactive arthritis","5-64","Eggs","TotalHumanCapital",2522859.4179574,202204.545661441,11410944.7922068
"276","Non-typhoidal Salmonella","Reactive arthritis","5-64","Finfish","TotalHumanCapital",128900.958359024,313.77953917143,1194964.60328039
"277","Non-typhoidal Salmonella","Reactive arthritis","5-64","Fruit","TotalHumanCapital",593036.303191097,39994.9177748069,3570223.35326934
"278","Non-typhoidal Salmonella","Reactive arthritis","5-64","Grains and seeds","TotalHumanCapital",514847.796081531,9771.85820905514,4428386.0249168
"279","Non-typhoidal Salmonella","Reactive arthritis","5-64","Lamb","TotalHumanCapital",377711.739578366,37492.793119336,2955935.668218
"280","Non-typhoidal Salmonella","Reactive arthritis","5-64","Molluscs","TotalHumanCapital",149161.818071858,245.265558302887,1387147.60812889
"281","Non-typhoidal Salmonella","Reactive arthritis","5-64","Nuts","TotalHumanCapital",255344.40978645,5228.18970088773,2545214.85152756
"282","Non-typhoidal Salmonella","Reactive arthritis","5-64","Other","TotalHumanCapital",146674.959010909,545.784967945525,1493919.61100829
"283","Non-typhoidal Salmonella","Reactive arthritis","5-64","Pork","TotalHumanCapital",531265.082759373,44319.8916141293,3640948.4341676
"284","Non-typhoidal Salmonella","Reactive arthritis","5-64","Poultry","TotalHumanCapital",2601396.51913434,277915.596956051,10996194.8795468
"285","Non-typhoidal Salmonella","Reactive arthritis","5-64","Vegetables","TotalHumanCapital",3002523.32414953,302741.201067725,11725382.1730934
"286","Non-typhoidal Salmonella","Reactive arthritis","65+","AllFood","TotalHumanCapital",1928609.33230445,512031.024970354,4689773.33188364
"287","Non-typhoidal Salmonella","Reactive arthritis","65+","Beef","TotalHumanCapital",107518.534563285,11968.3148181566,579515.198960074
"288","Non-typhoidal Salmonella","Reactive arthritis","65+","Crustaceans","TotalHumanCapital",4574.45953584397,0.0687880228921918,178405.399504006
"289","Non-typhoidal Salmonella","Reactive arthritis","65+","Dairy","TotalHumanCapital",72811.0075883433,2097.68964351555,663862.791156646
"290","Non-typhoidal Salmonella","Reactive arthritis","65+","Eggs","TotalHumanCapital",364092.452419922,29182.571873668,1644611.52970026
"291","Non-typhoidal Salmonella","Reactive arthritis","65+","Finfish","TotalHumanCapital",18621.986394097,45.4236016402616,172462.756422116
"292","Non-typhoidal Salmonella","Reactive arthritis","65+","Fruit","TotalHumanCapital",85710.3527957048,5846.38482381448,515895.670794936
"293","Non-typhoidal Salmonella","Reactive arthritis","65+","Grains and seeds","TotalHumanCapital",74178.5507690255,1406.31835271482,639553.470989556
"294","Non-typhoidal Salmonella","Reactive arthritis","65+","Lamb","TotalHumanCapital",54640.6482303734,5406.54387323573,424662.546561252
"295","Non-typhoidal Salmonella","Reactive arthritis","65+","Molluscs","TotalHumanCapital",21522.8379308028,35.2189265396348,199629.893378016
"296","Non-typhoidal Salmonella","Reactive arthritis","65+","Nuts","TotalHumanCapital",36874.6306552094,754.246044985574,364430.819504581
"297","Non-typhoidal Salmonella","Reactive arthritis","65+","Other","TotalHumanCapital",21129.9483543447,78.3649528825513,215940.326247625
"298","Non-typhoidal Salmonella","Reactive arthritis","65+","Pork","TotalHumanCapital",76861.3710840184,6408.89004364125,524314.516851264
"299","Non-typhoidal Salmonella","Reactive arthritis","65+","Poultry","TotalHumanCapital",375996.857176351,40116.5904833109,1586352.72096157
"300","Non-typhoidal Salmonella","Reactive arthritis","65+","Vegetables","TotalHumanCapital",433975.819010399,43668.6197069161,1689119.69873024
"301","Non-typhoidal Salmonella","Reactive arthritis","<5","AllFood","TotalHumanCapital",4688353.14558888,1265849.73004994,11267156.9808746
"302","Non-typhoidal Salmonella","Reactive arthritis","<5","Beef","TotalHumanCapital",260802.534237192,29339.7314921449,1398698.16947468
"303","Non-typhoidal Salmonella","Reactive arthritis","<5","Crustaceans","TotalHumanCapital",11087.1984324202,0.163910100024957,428733.14019291
"304","Non-typhoidal Salmonella","Reactive arthritis","<5","Dairy","TotalHumanCapital",177248.440514036,5093.01197223171,1597811.26535555
"305","Non-typhoidal Salmonella","Reactive arthritis","<5","Eggs","TotalHumanCapital",886354.754182502,71585.1481437157,3964171.65413663
"306","Non-typhoidal Salmonella","Reactive arthritis","<5","Finfish","TotalHumanCapital",45274.5801748014,109.850661869777,414982.595249995
"307","Non-typhoidal Salmonella","Reactive arthritis","<5","Fruit","TotalHumanCapital",208047.716415812,14188.2682272765,1244509.13173888
"308","Non-typhoidal Salmonella","Reactive arthritis","<5","Grains and seeds","TotalHumanCapital",180427.253464878,3429.70913300554,1540180.57210122
"309","Non-typhoidal Salmonella","Reactive arthritis","<5","Lamb","TotalHumanCapital",132515.27142066,13278.2177903656,1025626.28622844
"310","Non-typhoidal Salmonella","Reactive arthritis","<5","Molluscs","TotalHumanCapital",52280.4865362163,86.5042943103303,482841.709113198
"311","Non-typhoidal Salmonella","Reactive arthritis","<5","Nuts","TotalHumanCapital",89566.1101937325,1839.88190600272,883819.432157845
"312","Non-typhoidal Salmonella","Reactive arthritis","<5","Other","TotalHumanCapital",51473.9979271787,191.912568316554,520015.943046334
"313","Non-typhoidal Salmonella","Reactive arthritis","<5","Pork","TotalHumanCapital",186508.53265493,15709.1448274015,1271136.87850946
"314","Non-typhoidal Salmonella","Reactive arthritis","<5","Poultry","TotalHumanCapital",914052.392086751,98408.2425647004,3811313.72033803
"315","Non-typhoidal Salmonella","Reactive arthritis","<5","Vegetables","TotalHumanCapital",1053927.1007892,106246.62804531,4070917.99315818
"316","Non-typhoidal Salmonella","Initial","5-64","AllFood","TotalHumanCapital",42755504.7859887,30098507.8798334,61071238.0916663
"317","Non-typhoidal Salmonella","Initial","5-64","Beef","TotalHumanCapital",2588195.39207678,440387.284574849,8858262.36856727
"318","Non-typhoidal Salmonella","Initial","5-64","Crustaceans","TotalHumanCapital",83139.1290866184,0.802481008495392,2545105.42519653
"319","Non-typhoidal Salmonella","Initial","5-64","Dairy","TotalHumanCapital",1636162.8800122,51038.5994541289,10728786.1715852
"320","Non-typhoidal Salmonella","Initial","5-64","Eggs","TotalHumanCapital",8971231.27134047,932325.959003948,26441034.5713663
"321","Non-typhoidal Salmonella","Initial","5-64","Finfish","TotalHumanCapital",439684.778488547,713.786601380359,2402956.05024211
"322","Non-typhoidal Salmonella","Initial","5-64","Fruit","TotalHumanCapital",2072559.79817113,178556.525934188,7693470.67443128
"323","Non-typhoidal Salmonella","Initial","5-64","Grains and seeds","TotalHumanCapital",1692053.85519011,31331.9816951799,10004196.2590783
"324","Non-typhoidal Salmonella","Initial","5-64","Lamb","TotalHumanCapital",1228056.18456813,196671.767081444,6463888.88672559
"325","Non-typhoidal Salmonella","Initial","5-64","Molluscs","TotalHumanCapital",506465.767982012,857.686367695104,2820863.61060385
"326","Non-typhoidal Salmonella","Initial","5-64","Nuts","TotalHumanCapital",842053.943939639,17497.9206563867,5510785.37699505
"327","Non-typhoidal Salmonella","Initial","5-64","Other","TotalHumanCapital",485710.798196837,1546.25909318046,3141559.60304963
"328","Non-typhoidal Salmonella","Initial","5-64","Pork","TotalHumanCapital",1787763.67267217,209786.490792955,8076745.70732797
"329","Non-typhoidal Salmonella","Initial","5-64","Poultry","TotalHumanCapital",9339068.822954,1422502.21028787,25224114.556495
"330","Non-typhoidal Salmonella","Initial","5-64","Vegetables","TotalHumanCapital",10966606.1159452,1482932.13406452,26316824.3642118
"331","Non-typhoidal Salmonella","Initial","65+","AllFood","TotalHumanCapital",47400099.0827876,31689273.2422801,69441464.2142325
"332","Non-typhoidal Salmonella","Initial","65+","Beef","TotalHumanCapital",2854512.01754939,480273.264348956,9949796.32246166
"333","Non-typhoidal Salmonella","Initial","65+","Crustaceans","TotalHumanCapital",93367.9401882339,0.92869956744084,2830945.9546651
"334","Non-typhoidal Salmonella","Initial","65+","Dairy","TotalHumanCapital",1823180.14714767,57963.3480688706,11984339.6276025
"335","Non-typhoidal Salmonella","Initial","65+","Eggs","TotalHumanCapital",9896315.18613092,1012014.47199906,29783482.7124551
"336","Non-typhoidal Salmonella","Initial","65+","Finfish","TotalHumanCapital",486612.871148239,821.210359204576,2731687.56424792
"337","Non-typhoidal Salmonella","Initial","65+","Fruit","TotalHumanCapital",2292623.66811023,195408.634332791,8765767.64019313
"338","Non-typhoidal Salmonella","Initial","65+","Grains and seeds","TotalHumanCapital",1876581.82518271,35770.8578858701,11258832.5021802
"339","Non-typhoidal Salmonella","Initial","65+","Lamb","TotalHumanCapital",1364386.11075761,214218.206029399,7252183.29482372
"340","Non-typhoidal Salmonella","Initial","65+","Molluscs","TotalHumanCapital",559784.534919144,853.477949987464,3184946.97821435
"341","Non-typhoidal Salmonella","Initial","65+","Nuts","TotalHumanCapital",933370.757277838,19497.5223896886,6231357.69024026
"342","Non-typhoidal Salmonella","Initial","65+","Other","TotalHumanCapital",539746.62537579,1657.60974172155,3575600.79853241
"343","Non-typhoidal Salmonella","Initial","65+","Pork","TotalHumanCapital",1980162.25217234,229715.427294458,9021109.05254262
"344","Non-typhoidal Salmonella","Initial","65+","Poultry","TotalHumanCapital",10255272.1795156,1542903.55778939,28092453.9141837
"345","Non-typhoidal Salmonella","Initial","65+","Vegetables","TotalHumanCapital",12032486.1853254,1634934.77833888,29569725.1972232
"346","Non-typhoidal Salmonella","Initial","<5","AllFood","TotalHumanCapital",11743930.871473,7802795.05021881,17937736.1146108
"347","Non-typhoidal Salmonella","Initial","<5","Beef","TotalHumanCapital",711582.466142543,118970.094901724,2603038.96316733
"348","Non-typhoidal Salmonella","Initial","<5","Crustaceans","TotalHumanCapital",23686.1909675462,0.250786545504859,746686.486151283
"349","Non-typhoidal Salmonella","Initial","<5","Dairy","TotalHumanCapital",456401.753148133,14133.0135430285,3086583.86823567
"350","Non-typhoidal Salmonella","Initial","<5","Eggs","TotalHumanCapital",2459425.61867727,254106.112997987,7539851.06836582
"351","Non-typhoidal Salmonella","Initial","<5","Finfish","TotalHumanCapital",121736.812015961,201.301948300181,725013.033265607
"352","Non-typhoidal Salmonella","Initial","<5","Fruit","TotalHumanCapital",570271.481884606,48355.4924224342,2275114.89268826
"353","Non-typhoidal Salmonella","Initial","<5","Grains and seeds","TotalHumanCapital",470661.83808472,8799.25175887044,2902496.49378794
"354","Non-typhoidal Salmonella","Initial","<5","Lamb","TotalHumanCapital",342198.770135132,52568.6714168798,1889248.30964558
"355","Non-typhoidal Salmonella","Initial","<5","Molluscs","TotalHumanCapital",140242.079371939,242.077199571377,829095.716020317
"356","Non-typhoidal Salmonella","Initial","<5","Nuts","TotalHumanCapital",235467.928506265,4896.33946944255,1602607.33073064
"357","Non-typhoidal Salmonella","Initial","<5","Other","TotalHumanCapital",135151.987717212,433.63732205545,931396.529216447
"358","Non-typhoidal Salmonella","Initial","<5","Pork","TotalHumanCapital",496047.667654867,57314.4807141432,2357591.58269584
"359","Non-typhoidal Salmonella","Initial","<5","Poultry","TotalHumanCapital",2562048.35237219,384179.621215397,7178016.23162439
"360","Non-typhoidal Salmonella","Initial","<5","Vegetables","TotalHumanCapital",2993097.00039147,403703.166569021,7522165.892123
"361","STEC","Haemolytic uremic syndrome","5-64","AllFood","TotalHumanCapital",6666934.2191495,3426764.24831038,12328508.8294465
"362","STEC","Haemolytic uremic syndrome","5-64","Beef","TotalHumanCapital",2230890.62897295,390357.744071685,6011098.39191482
"363","STEC","Haemolytic uremic syndrome","5-64","Crustaceans","TotalHumanCapital",0,0,0
"364","STEC","Haemolytic uremic syndrome","5-64","Dairy","TotalHumanCapital",647405.422940865,29191.0867322984,3611671.39860851
"365","STEC","Haemolytic uremic syndrome","5-64","Eggs","TotalHumanCapital",0,0,0
"366","STEC","Haemolytic uremic syndrome","5-64","Finfish","TotalHumanCapital",0,0,0
"367","STEC","Haemolytic uremic syndrome","5-64","Fruit","TotalHumanCapital",302750.847965616,39814.8383629133,1307964.55486958
"368","STEC","Haemolytic uremic syndrome","5-64","Grains and seeds","TotalHumanCapital",203351.312035301,13597.2514972319,1102611.86029895
"369","STEC","Haemolytic uremic syndrome","5-64","Lamb","TotalHumanCapital",633803.250025319,43523.4840892646,3376387.23675821
"370","STEC","Haemolytic uremic syndrome","5-64","Molluscs","TotalHumanCapital",0,0,0
"371","STEC","Haemolytic uremic syndrome","5-64","Nuts","TotalHumanCapital",98734.1870373512,1583.75298294218,629022.432110783
"372","STEC","Haemolytic uremic syndrome","5-64","Other","TotalHumanCapital",434499.182077263,69904.5467828507,2142350.00442264
"373","STEC","Haemolytic uremic syndrome","5-64","Pork","TotalHumanCapital",420580.234019922,19235.6026954219,2503162.44102418
