"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"2220","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Nuts",0.0183803746000896,0.00782160757638052,0.0386483462842512
"2221","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Other",0.240124318612097,0.125627000615819,0.433140850113106
"2222","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Pork",0.582033562844332,0.355133892095384,0.891769789313287
"2223","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Poultry",0.562797059989537,0.343506723340314,0.862874674842215
"2224","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Seeds and grains",0.178413827473307,0.0986782872304488,0.306542844739972
"2225","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Shellfish",0.563096515204583,0.343523555103345,0.862951142033422
"2226","Deaths","Listeria monocytogenes","Initial and sequel disease","65+","Vegetables",1.42424031850344,0.868103179419512,2.19001700719884
"2227","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","AllFood",15.2129040988488,11.2022163016539,20.1434659945834
"2228","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Beef",0.0375899359242073,0.0173779972656723,0.0717696930788714
"2229","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Dairy",5.23595291031116,3.83954171241636,6.97789473128924
"2230","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Eggs",0,0,0
"2231","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Fin fish",0.112372092747504,0.0623099822831568,0.191145920021239
"2232","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Fruit",2.40688929756275,1.74709949904989,3.24141912710271
"2233","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Lamb",0.0374914164522428,0.0173643438005979,0.071986377466527
"2234","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Nuts",0.037409935524399,0.0172796404291367,0.0720948238776602
"2235","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Other",0.486811829840717,0.285737083213344,0.792421141584355
"2236","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Pork",1.17314853705727,0.863003440547641,1.55648838778055
"2237","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Poultry",1.13532039031269,0.835775321996706,1.5053225787759
"2238","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Seeds and grains",0.361132727644776,0.227708358159945,0.553484590094004
"2239","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Shellfish",1.13574088563639,0.835432889509636,1.50548607244604
"2240","Deaths","Listeria monocytogenes","Initial and sequel disease","All ages","Vegetables",2.87430767089814,2.10524419888882,3.82993645667582
"2241","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","AllFood",0.544378719214751,0.201921061229178,1.23669546813289
"2242","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Beef",0.0327844630944556,0.011079143944722,0.0835596281215005
"2243","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Dairy",0.005970312173279,0.00207132074234757,0.0148632009394186
"2244","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Eggs",0.197281250526995,0.0700307676139625,0.477062724866673
"2245","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Fin fish",0.000642471115708773,0.000223398541156973,0.00160346839942272
"2246","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Fruit",0.0132334885242153,0.00424266666469589,0.0356612701651081
"2247","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Lamb",0.026895897757848,0.00891830186176553,0.0694615837404911
"2248","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Nuts",0.0219308192815773,0.00698139172620618,0.0594684156076878
"2249","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Other",0.0093621530860502,0.00332471816258702,0.0228160968176406
"2250","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Pork",0.046911295549874,0.0155395762607358,0.121416280587136
"2251","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Poultry",0.127728328305236,0.0435468728435815,0.322563633853342
"2252","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Seeds and grains",0.00839057682653092,0.00292610426436757,0.0205984326053988
"2253","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Shellfish",0.00160443560792418,0.000541525943336917,0.00410040125075893
"2254","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","<5","Vegetables",0.0445916637419867,0.0159067400615226,0.106885088288476
"2255","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","AllFood",3.16583374713228,1.78881005819544,5.24696486981797
"2256","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Beef",0.191575985846903,0.0927234639277474,0.373139786859378
"2257","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Dairy",0.0348966114871912,0.0175211812746269,0.0655864955875939
"2258","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Eggs",1.14989658431082,0.601435789225067,2.06153201360509
"2259","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Fin fish",0.00376086622599997,0.00187578443330285,0.00703371560543447
"2260","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Fruit",0.0774757862496846,0.0345855056832636,0.160296245204044
"2261","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Lamb",0.156333231401933,0.0738567214105567,0.310753133835555
"2262","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Nuts",0.128550363912657,0.0562685285163881,0.269853059527561
"2263","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Other",0.0545301847727706,0.0283853433801015,0.0992921076072862
"2264","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Pork",0.273769343425518,0.128866074743534,0.543033474343968
"2265","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Poultry",0.745804241929515,0.364679705583031,1.42856275677496
"2266","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Seeds and grains",0.0488343282260637,0.0248552907100449,0.0904112429201105
"2267","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Shellfish",0.0093659941439517,0.00452860390857144,0.0182329424186313
"2268","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Vegetables",0.259573232237229,0.13641714058939,0.46428750560754
"2269","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","AllFood",7.54880534310638,4.5241835688084,11.8049493730081
"2270","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Beef",0.457483017042828,0.230693740499267,0.851098539566155
"2271","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Dairy",0.0833226040845982,0.0437365567441089,0.149886257957749
"2272","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Eggs",2.74242815968389,1.50891228170494,4.70104404887305
"2273","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Fin fish",0.00896016329589511,0.00470368604707445,0.0161201063765318
"2274","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Fruit",0.184934809858923,0.0854097330570483,0.36854212441804
"2275","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Lamb",0.373565953305548,0.184291483499912,0.709967688908307
"2276","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Nuts",0.306812819195211,0.13993114083265,0.618947542964045
"2277","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Other",0.13029329532346,0.0713031427706751,0.224975275677599
"2278","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Pork",0.652649375938578,0.319914575182498,1.24145280939758
"2279","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Poultry",1.78081770326136,0.912045390392106,3.27412374573154
"2280","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Seeds and grains",0.116551626192578,0.0621328808781245,0.206890070084001
"2281","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Shellfish",0.0224287612308982,0.0112742397746323,0.0414573197369996
"2282","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","65+","Vegetables",0.618642964077891,0.342870862216697,1.05973727476492
"2283","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","AllFood",11.4816121475386,7.95151903127113,16.1256374314979
"2284","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Beef",0.697730244375931,0.386722034552386,1.19829598128236
"2285","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Dairy",0.127014202182722,0.0741824623979372,0.209866754552128
"2286","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Eggs",4.17727182300012,2.58707301714632,6.55509791983279
"2287","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Fin fish",0.0136671109860585,0.0079383742616118,0.0226374722932374
"2288","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Fruit",0.282265881743027,0.141601034011083,0.524046758221631
"2289","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Lamb",0.570592738647015,0.307352758634079,1.00382922392982
"2290","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Nuts",0.468959806873307,0.23023606239879,0.879643778425661
"2291","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Other",0.198049126421853,0.121681248151358,0.313753201226618
"2292","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Pork",0.998820604560212,0.535777216945939,1.7526607731348
"2293","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Poultry",2.71702536943661,1.5331435827395,4.60633160220665
"2294","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Seeds and grains",0.177711168286889,0.105322241158344,0.288765634767287
"2295","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Shellfish",0.0341676336261652,0.0189252728929855,0.0583861193519167
"2296","Deaths","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Vegetables",0.942854529602649,0.587686945523175,1.47064379069413
"2297","Deaths","Norovirus","Initial and sequel disease","<5","AllFood",0.00803509011695387,6.31426792131038e-05,0.0907203652811297
"2298","Deaths","Norovirus","Initial and sequel disease","<5","Beef",0,0,0
"2299","Deaths","Norovirus","Initial and sequel disease","<5","Dairy",0,0,0
"2300","Deaths","Norovirus","Initial and sequel disease","<5","Eggs",0,0,0
"2301","Deaths","Norovirus","Initial and sequel disease","<5","Fin fish",3.18981027178515e-05,2.49037646341561e-07,0.000374614652527783
"2302","Deaths","Norovirus","Initial and sequel disease","<5","Fruit",0.000567635440881831,4.35688626891291e-06,0.00679390427637157
"2303","Deaths","Norovirus","Initial and sequel disease","<5","Lamb",0,0,0
"2304","Deaths","Norovirus","Initial and sequel disease","<5","Nuts",0,0,0
"2305","Deaths","Norovirus","Initial and sequel disease","<5","Other",0.000578706048434811,4.54584820348871e-06,0.00669447799271457
"2306","Deaths","Norovirus","Initial and sequel disease","<5","Pork",0,0,0
"2307","Deaths","Norovirus","Initial and sequel disease","<5","Poultry",0,0,0
"2308","Deaths","Norovirus","Initial and sequel disease","<5","Seeds and grains",0,0,0
"2309","Deaths","Norovirus","Initial and sequel disease","<5","Shellfish",0.00555142144760465,4.39720918070532e-05,0.0628150920574157
"2310","Deaths","Norovirus","Initial and sequel disease","<5","Vegetables",0.00107286377330093,8.31206477120738e-06,0.0124759215983935
"2311","Deaths","Norovirus","Initial and sequel disease","5-64","AllFood",0.287428703086766,0.0688396079367458,0.775719319168633
"2312","Deaths","Norovirus","Initial and sequel disease","5-64","Beef",0,0,0
"2313","Deaths","Norovirus","Initial and sequel disease","5-64","Dairy",0,0,0
"2314","Deaths","Norovirus","Initial and sequel disease","5-64","Eggs",0,0,0
"2315","Deaths","Norovirus","Initial and sequel disease","5-64","Fin fish",0.00113597614613422,0.000261352855420079,0.00331715251393115
"2316","Deaths","Norovirus","Initial and sequel disease","5-64","Fruit",0.0201909715490735,0.0045253310272199,0.061018543597701
"2317","Deaths","Norovirus","Initial and sequel disease","5-64","Lamb",0,0,0
"2318","Deaths","Norovirus","Initial and sequel disease","5-64","Nuts",0,0,0
"2319","Deaths","Norovirus","Initial and sequel disease","5-64","Other",0.0206782829737885,0.00484875448358369,0.0582025348100397
"2320","Deaths","Norovirus","Initial and sequel disease","5-64","Pork",0,0,0
"2321","Deaths","Norovirus","Initial and sequel disease","5-64","Poultry",0,0,0
"2322","Deaths","Norovirus","Initial and sequel disease","5-64","Seeds and grains",0,0,0
"2323","Deaths","Norovirus","Initial and sequel disease","5-64","Shellfish",0.198864611656019,0.0475838511040405,0.537472088470364
"2324","Deaths","Norovirus","Initial and sequel disease","5-64","Vegetables",0.0380746033545145,0.00880378036768066,0.1106902589719
"2325","Deaths","Norovirus","Initial and sequel disease","65+","AllFood",0.470573088785361,0.117905768174746,1.20681388022204
"2326","Deaths","Norovirus","Initial and sequel disease","65+","Beef",0,0,0
"2327","Deaths","Norovirus","Initial and sequel disease","65+","Dairy",0,0,0
"2328","Deaths","Norovirus","Initial and sequel disease","65+","Eggs",0,0,0
"2329","Deaths","Norovirus","Initial and sequel disease","65+","Fin fish",0.00185919893112362,0.000446070282831931,0.00519727758789101
"2330","Deaths","Norovirus","Initial and sequel disease","65+","Fruit",0.0330999892329662,0.00775957218092692,0.0949849090088258
"2331","Deaths","Norovirus","Initial and sequel disease","65+","Lamb",0,0,0
"2332","Deaths","Norovirus","Initial and sequel disease","65+","Nuts",0,0,0
"2333","Deaths","Norovirus","Initial and sequel disease","65+","Other",0.0339001431187796,0.00829990354495428,0.0911156090436881
"2334","Deaths","Norovirus","Initial and sequel disease","65+","Pork",0,0,0
"2335","Deaths","Norovirus","Initial and sequel disease","65+","Poultry",0,0,0
"2336","Deaths","Norovirus","Initial and sequel disease","65+","Seeds and grains",0,0,0
"2337","Deaths","Norovirus","Initial and sequel disease","65+","Shellfish",0.32502469993157,0.0814360941124633,0.834384276052876
"2338","Deaths","Norovirus","Initial and sequel disease","65+","Vegetables",0.0624056288478148,0.0150276879452176,0.173119168179905
"2339","Deaths","Norovirus","Initial and sequel disease","All ages","AllFood",0.835470459387467,0.343177943675476,1.67740054889891
"2340","Deaths","Norovirus","Initial and sequel disease","All ages","Beef",0,0,0
"2341","Deaths","Norovirus","Initial and sequel disease","All ages","Dairy",0,0,0
"2342","Deaths","Norovirus","Initial and sequel disease","All ages","Eggs",0,0,0
"2343","Deaths","Norovirus","Initial and sequel disease","All ages","Fin fish",0.00330814419662763,0.00126332288415993,0.00737057111751952
"2344","Deaths","Norovirus","Initial and sequel disease","All ages","Fruit",0.0588297984865754,0.0217673755404398,0.135625499292919
"2345","Deaths","Norovirus","Initial and sequel disease","All ages","Lamb",0,0,0
"2346","Deaths","Norovirus","Initial and sequel disease","All ages","Nuts",0,0,0
"2347","Deaths","Norovirus","Initial and sequel disease","All ages","Other",0.0602512186592207,0.0238679595949365,0.128275738048961
"2348","Deaths","Norovirus","Initial and sequel disease","All ages","Pork",0,0,0
"2349","Deaths","Norovirus","Initial and sequel disease","All ages","Poultry",0,0,0
"2350","Deaths","Norovirus","Initial and sequel disease","All ages","Seeds and grains",0,0,0
"2351","Deaths","Norovirus","Initial and sequel disease","All ages","Shellfish",0.57705564830747,0.237112736836764,1.16021648431024
"2352","Deaths","Norovirus","Initial and sequel disease","All ages","Vegetables",0.110924635526379,0.0429671995385506,0.244672416302549
"2353","Deaths","STEC","Initial and sequel disease","<5","AllFood",0.167286152109032,0.0377379887484702,0.512690208234269
"2354","Deaths","STEC","Initial and sequel disease","<5","Beef",0.0577736779611353,0.0130127726378317,0.177644802358168
"2355","Deaths","STEC","Initial and sequel disease","<5","Dairy",0.0250877071265887,0.00564170005799697,0.0775836541624055
"2356","Deaths","STEC","Initial and sequel disease","<5","Eggs",0.000513401149869249,0.000102238121919931,0.00186855196824599
"2357","Deaths","STEC","Initial and sequel disease","<5","Fin fish",0,0,0
"2358","Deaths","STEC","Initial and sequel disease","<5","Fruit",0.00703178871543179,0.00157818350518218,0.0216614775431152
"2359","Deaths","STEC","Initial and sequel disease","<5","Lamb",0.0112695276377304,0.00253556146977817,0.0345576913454235
"2360","Deaths","STEC","Initial and sequel disease","<5","Nuts",0,0,0
"2361","Deaths","STEC","Initial and sequel disease","<5","Other",0.0065763526878394,0.00146186308579284,0.0205653810804163
"2362","Deaths","STEC","Initial and sequel disease","<5","Pork",0.0124006183141416,0.00279519816177958,0.0380591544757452
"2363","Deaths","STEC","Initial and sequel disease","<5","Poultry",0.0070287699540324,0.00158797653316436,0.0216562645171093
"2364","Deaths","STEC","Initial and sequel disease","<5","Seeds and grains",0.00701521462307069,0.00158062627873904,0.0216547355042389
"2365","Deaths","STEC","Initial and sequel disease","<5","Shellfish",0,0,0
"2366","Deaths","STEC","Initial and sequel disease","<5","Vegetables",0.0330622095859254,0.00743622597679945,0.101515240068751
"2367","Deaths","STEC","Initial and sequel disease","5-64","AllFood",1.2489939555885,0.596113453817109,2.40438299868782
"2368","Deaths","STEC","Initial and sequel disease","5-64","Beef",0.431580744906234,0.205810645887475,0.83208205718115
"2369","Deaths","STEC","Initial and sequel disease","5-64","Dairy",0.187007036730437,0.0884330265415772,0.364903921734187
"2370","Deaths","STEC","Initial and sequel disease","5-64","Eggs",0.0038672131821894,0.00144718273575229,0.00935216208697406
"2371","Deaths","STEC","Initial and sequel disease","5-64","Fin fish",0,0,0
"2372","Deaths","STEC","Initial and sequel disease","5-64","Fruit",0.0523513159588872,0.0248706324798491,0.101957416338927
"2373","Deaths","STEC","Initial and sequel disease","5-64","Lamb",0.0841510451717244,0.0400522204201598,0.162649575253566
"2374","Deaths","STEC","Initial and sequel disease","5-64","Nuts",0,0,0
"2375","Deaths","STEC","Initial and sequel disease","5-64","Other",0.0489705345507574,0.0227641484000761,0.0981287869359716
"2376","Deaths","STEC","Initial and sequel disease","5-64","Pork",0.0925894672697723,0.0441404696231829,0.178618046163634
"2377","Deaths","STEC","Initial and sequel disease","5-64","Poultry",0.0524076224076892,0.0248718837037808,0.10190761352366
"2378","Deaths","STEC","Initial and sequel disease","5-64","Seeds and grains",0.0524233974733524,0.0248624693535744,0.101924642192103
"2379","Deaths","STEC","Initial and sequel disease","5-64","Shellfish",0,0,0
"2380","Deaths","STEC","Initial and sequel disease","5-64","Vegetables",0.246845714882549,0.117331341233735,0.476926638616908
"2381","Deaths","STEC","Initial and sequel disease","65+","AllFood",0.279017566134917,0.0763870640963838,0.766688273018266
"2382","Deaths","STEC","Initial and sequel disease","65+","Beef",0.0964171553806191,0.0263956102248395,0.265530153808634
"2383","Deaths","STEC","Initial and sequel disease","65+","Dairy",0.0418744249914539,0.0114171196638662,0.115602765314751
"2384","Deaths","STEC","Initial and sequel disease","65+","Eggs",0.000855608184786442,0.000204290719234106,0.00281011210847125
"2385","Deaths","STEC","Initial and sequel disease","65+","Fin fish",0,0,0
"2386","Deaths","STEC","Initial and sequel disease","65+","Fruit",0.0117190364156481,0.00319375326098342,0.0324176540805501
"2387","Deaths","STEC","Initial and sequel disease","65+","Lamb",0.0187958666479751,0.00515051162540609,0.0518116216041468
"2388","Deaths","STEC","Initial and sequel disease","65+","Nuts",0,0,0
"2389","Deaths","STEC","Initial and sequel disease","65+","Other",0.0109714606911077,0.00295638470066134,0.0307761038006973
"2390","Deaths","STEC","Initial and sequel disease","65+","Pork",0.0206882236299607,0.00566073155234059,0.0568217521741647
"2391","Deaths","STEC","Initial and sequel disease","65+","Poultry",0.0117132603141799,0.00320054048942771,0.0323797101749144
"2392","Deaths","STEC","Initial and sequel disease","65+","Seeds and grains",0.0117241960454009,0.00319739911611032,0.0324309716650917
"2393","Deaths","STEC","Initial and sequel disease","65+","Shellfish",0,0,0
"2394","Deaths","STEC","Initial and sequel disease","65+","Vegetables",0.055086929343457,0.0150787930255885,0.151653565089888
"2395","Deaths","STEC","Initial and sequel disease","All ages","AllFood",1.7962766350176,1.01263885430217,3.04261445765837
"2396","Deaths","STEC","Initial and sequel disease","All ages","Beef",0.620696840013028,0.349349830587045,1.05306450935893
"2397","Deaths","STEC","Initial and sequel disease","All ages","Dairy",0.269329432201902,0.149890620942581,0.46306581393528
"2398","Deaths","STEC","Initial and sequel disease","All ages","Eggs",0.00559627802140829,0.00233745548958807,0.0122837339163597
"2399","Deaths","STEC","Initial and sequel disease","All ages","Fin fish",0,0,0
"2400","Deaths","STEC","Initial and sequel disease","All ages","Fruit",0.0754151134119997,0.042115576306333,0.129254589357107
"2401","Deaths","STEC","Initial and sequel disease","All ages","Lamb",0.121015110540708,0.0680075826588769,0.205873026389319
"2402","Deaths","STEC","Initial and sequel disease","All ages","Nuts",0,0,0
"2403","Deaths","STEC","Initial and sequel disease","All ages","Other",0.0704461981693512,0.0383628332643769,0.124885599596735
"2404","Deaths","STEC","Initial and sequel disease","All ages","Pork",0.133189277676469,0.0749148124670344,0.225955382856629
"2405","Deaths","STEC","Initial and sequel disease","All ages","Poultry",0.075412739054298,0.0421275022161853,0.129061949710172
"2406","Deaths","STEC","Initial and sequel disease","All ages","Seeds and grains",0.0755138636353642,0.0421536296704706,0.129109147304885
"2407","Deaths","STEC","Initial and sequel disease","All ages","Shellfish",0,0,0
"2408","Deaths","STEC","Initial and sequel disease","All ages","Vegetables",0.354607802432519,0.199603753136511,0.603247519865166
"2409","Hospitalisations","All pathogens","Initial and sequel disease","<5","AllFood",1466.72905638599,958.528976228513,2102.31821372322
"2410","Hospitalisations","All pathogens","Initial and sequel disease","<5","Beef",63.4535330301205,35.9769816128057,106.971448310522
"2411","Hospitalisations","All pathogens","Initial and sequel disease","<5","Dairy",16.298697271502,10.9235449713803,24.0139076789497
"2412","Hospitalisations","All pathogens","Initial and sequel disease","<5","Eggs",346.387937869497,204.253992700882,552.319537187648
"2413","Hospitalisations","All pathogens","Initial and sequel disease","<5","Fin fish",3.08926969929549,1.57953606792453,5.64965554781742
"2414","Hospitalisations","All pathogens","Initial and sequel disease","<5","Fruit",59.8873796734345,30.5114086522552,109.480464429067
"2415","Hospitalisations","All pathogens","Initial and sequel disease","<5","Lamb",48.256283283311,25.6880325705941,85.7100969163835
"2416","Hospitalisations","All pathogens","Initial and sequel disease","<5","Nuts",38.8818079056158,18.4650497277976,74.1415700473776
"2417","Hospitalisations","All pathogens","Initial and sequel disease","<5","Other",51.2869030268599,25.3028099054538,94.0776143125261
"2418","Hospitalisations","All pathogens","Initial and sequel disease","<5","Pork",84.4423617490073,44.6539388104899,149.949361301528
"2419","Hospitalisations","All pathogens","Initial and sequel disease","<5","Poultry",226.096854734931,123.247599543336,390.252254194818
"2420","Hospitalisations","All pathogens","Initial and sequel disease","<5","Seeds and grains",15.6189956790619,9.25854396132213,25.3281902596942
"2421","Hospitalisations","All pathogens","Initial and sequel disease","<5","Shellfish",322.800726930981,90.4649828020919,682.654133281407
"2422","Hospitalisations","All pathogens","Initial and sequel disease","<5","Vegetables",147.860658620241,87.7297837101494,238.059628948977
"2423","Hospitalisations","All pathogens","Initial and sequel disease","5-64","AllFood",3158.72138509807,2191.84763427253,4343.72886112265
"2424","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Beef",178.471830224514,106.805557782749,292.434956192611
"2425","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Dairy",49.7931920243893,34.4624024636602,71.7000972572407
"2426","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Eggs",895.539758786061,538.988959291852,1429.68926612037
"2427","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Fin fish",5.4315950344452,3.18591038695469,8.8006563470566
"2428","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Fruit",110.525401977734,63.0250037774249,183.58153542523
"2429","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Lamb",128.087607053936,69.926710765076,223.351524999735
"2430","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Nuts",100.577989989106,48.534457332452,191.586214017221
"2431","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Other",87.4183855746027,51.2872781320945,141.080299243766
"2432","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Pork",221.827818335284,120.565976551174,390.200017880785
"2433","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Poultry",587.214161097943,324.498812629105,1009.93418081361
"2434","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Seeds and grains",42.3359411536368,25.9673851137,67.4015860592755
"2435","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Shellfish",380.40579518204,108.619016414425,803.196303119993
"2436","Hospitalisations","All pathogens","Initial and sequel disease","5-64","Vegetables",302.795553060334,196.48002097072,448.634539450457
"2437","Hospitalisations","All pathogens","Initial and sequel disease","65+","AllFood",1573.73602209501,1061.84887204547,2202.35205902855
"2438","Hospitalisations","All pathogens","Initial and sequel disease","65+","Beef",69.8639964881719,41.1796382367961,115.243934014806
"2439","Hospitalisations","All pathogens","Initial and sequel disease","65+","Dairy",36.5991533228531,24.2555583144963,49.7274083610999
"2440","Hospitalisations","All pathogens","Initial and sequel disease","65+","Eggs",364.923988785455,218.38911608263,577.846178162219
"2441","Hospitalisations","All pathogens","Initial and sequel disease","65+","Fin fish",3.53974061347264,1.99347734701023,6.04855341401883
"2442","Hospitalisations","All pathogens","Initial and sequel disease","65+","Fruit",69.5871734517543,39.5893423834134,118.709756594587
"2443","Hospitalisations","All pathogens","Initial and sequel disease","65+","Lamb",51.7877648693711,27.970531379013,89.9941842114102
"2444","Hospitalisations","All pathogens","Initial and sequel disease","65+","Nuts",41.0386159160237,19.8252758537539,77.8148900170038
"2445","Hospitalisations","All pathogens","Initial and sequel disease","65+","Other",53.8680067568968,28.0597381778015,95.7807339554577
"2446","Hospitalisations","All pathogens","Initial and sequel disease","65+","Pork",93.6406839135537,52.1666757457454,161.594935539302
"2447","Hospitalisations","All pathogens","Initial and sequel disease","65+","Poultry",242.44806012116,135.971062080468,412.055885666532
"2448","Hospitalisations","All pathogens","Initial and sequel disease","65+","Seeds and grains",18.0560064130696,11.3776402245419,28.2169576211491
"2449","Hospitalisations","All pathogens","Initial and sequel disease","65+","Shellfish",321.68561139904,93.2461973412764,676.430665715727
"2450","Hospitalisations","All pathogens","Initial and sequel disease","65+","Vegetables",163.122353384481,102.261137937015,252.961489501269
"2451","Hospitalisations","All pathogens","Initial and sequel disease","All ages","AllFood",6246.51568516526,4961.00989640717,7731.94089226901
"2452","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Beef",315.525136791571,198.801266503689,487.782841316597
"2453","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Dairy",103.282068664892,74.3307893366812,138.750631048907
"2454","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Eggs",1625.81233604869,1086.66657687181,2373.55114389239
"2455","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Fin fish",12.33649397469,8.35059620675983,17.9372281202184
"2456","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Fruit",245.309041697023,158.973077429392,367.550752041402
"2457","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Lamb",231.319884887675,134.935988825676,376.879113337
"2458","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Nuts",183.151816358403,93.9725517624205,326.004882393873
"2459","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Other",197.664806774137,134.589827275539,283.224435661524
"2460","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Pork",406.137896743297,237.00004971198,663.589337352518
"2461","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Poultry",1069.92343545741,645.821593990759,1705.30496786358
"2462","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Seeds and grains",76.8754847806104,51.1231818961364,113.525992997124
